Filename,Species,Call_clarity,Song_Call_Alarm,BirdNET_correct,If_BirdNET_incorrect_true_species,Confidence,Reason_for_misidentifcation,Comments
houwre_42,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_43,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
houwre_44,House Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
houwre_45,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_46,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_47,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_48,House Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
houwre_49,House Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
houwre_50,House Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_01,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_02,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. Tambien Pheugopedius maculipectus
ivbwoo1_03,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
ivbwoo1_04,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
ivbwoo1_05,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
ivbwoo1_06,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
ivbwoo1_07,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Tambien Turdus grayi
ivbwoo1_08,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
ivbwoo1_09,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Tambien Turdus grayi
ivbwoo1_10,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Tambien Turdus grayi
ivbwoo1_11,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Tambien Turdus grayi
ivbwoo1_12,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Tambien Pheugopedius maculipectus
ivbwoo1_13,Ivory-billed Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
ivbwoo1_14,Ivory-billed Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
ivbwoo1_15,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_16,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_17,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_18,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_19,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_20,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_21,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_22,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_23,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
ivbwoo1_24,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_25,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_26,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_27,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_28,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_29,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_30,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_31,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_32,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_33,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_34,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_35,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_36,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_37,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_38,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
ivbwoo1_39,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_40,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_41,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_42,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_43,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_44,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
ivbwoo1_45,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. También Turdus grayi
ivbwoo1_46,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. También probablemente una Piranga
ivbwoo1_47,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
ivbwoo1_48,Ivory-billed Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
ivbwoo1_49,Ivory-billed Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. También Turdus grayi
ivbwoo1_50,Ivory-billed Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_01,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. También probablemente Piranga leucoptera
laufal1_02,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_03,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_04,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_05,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_06,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_07,Laughing Falcon,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
laufal1_08,Laughing Falcon,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
laufal1_09,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_10,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_11,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_12,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_13,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_14,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_15,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_16,Laughing Falcon,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_17,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_18,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_19,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_20,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_21,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_22,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_23,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_24,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_25,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_26,Laughing Falcon,Very Low,Call,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
laufal1_27,Laughing Falcon,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_28,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_29,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_30,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_31,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_32,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_33,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_34,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_35,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_36,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_37,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_38,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_39,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_40,Laughing Falcon,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_41,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_42,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_43,Laughing Falcon,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_44,Laughing Falcon,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_45,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
laufal1_46,Laughing Falcon,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
laufal1_47,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_48,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_49,Laughing Falcon,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
laufal1_50,Laughing Falcon,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
lesgre1_01,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_02,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_03,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_04,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_05,Lesser Greenlet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
lesgre1_06,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_07,Lesser Greenlet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
lesgre1_08,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_09,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_10,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_11,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_12,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_13,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_14,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_15,Lesser Greenlet,Very Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_16,Lesser Greenlet,Low,Call,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
lesgre1_17,Lesser Greenlet,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
lesgre1_18,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_19,Lesser Greenlet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
lesgre1_20,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_21,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_22,Lesser Greenlet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
lesgre1_23,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_24,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_25,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_26,Lesser Greenlet,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
lesgre1_27,Lesser Greenlet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
lesgre1_28,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_29,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_30,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_31,Lesser Greenlet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
lesgre1_32,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_33,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
lesgre1_34,Lesser Greenlet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
